ACCE_ABSORB_COST	Kombinations omkostninger: %d
COMMUNITY_CANT_REQUEST_BLOCKED_USER	Fjern først spilleren fra din blokerings liste.
COMMUNITY_CANT_REQUEST_DUPLICATE	Prøv venligst igen, da %s ikke kan tilføje nogen venner i øjeblikket.
COMMUNITY_CANT_REQUEST_FRIEND_SELF	Du kan ikke blive venner med dig selv.
COMMUNITY_CANT_REQUEST_SAME_ACCOUNT	Du kan ikke blive venner med en anden karakter på din egen konto.
COMMUNITY_DELETE	Slet
COMMUNITY_DELETE_BLOCK	%s er blevet fjernet fra din blokerings liste.
COMMUNITY_DELETE_BLOCK_FIRST	Fjern først spilleren fra din blokerings liste.
COMMUNITY_DELETE_FRIEND	%s er blevet fjernet fra din venne liste.
COMMUNITY_DELETE_FRIEND_FIRST	Du skal først fjerne %s som ven.
COMMUNITY_DELETE_REQUEST_LIST_FIRST	Fjern først spilleren fra dine ven anmodninger.
COMMUNITY_INVALID_NAME	Dette navn kunne ikke findes eller eksisterer ikke.
COMMUNITY_INVITE_PARTY	Du har sendt en anmodning om at være med i %s's gruppe.
COMMUNITY_LOGIN_MEMBER	%s er online.
COMMUNITY_MEMBER_LEVEL	(Lvl. %d)
COMMUNITY_REGISTER_COMMENT	Send
COMMUNITY_REGISTER_COMPLETE	Du har udgivet en ny besked.
COMMUNITY_REQUESTED_ALREADY	Denne spiller er allerede på din anmodnings liste.
COMMUNITY_REQUEST_ALARM_AT_LOGIN	Du har modtaget en ven anmodning. Tjek Fællesskabs vinduet.
COMMUNITY_REQUEST_FRIEND	%s har sendt dig en ven anmodning.
COMMUNITY_REQUEST_FRIEND_SUCCESS	Du har sendt en ven anmodning til %s.
COMMUNITY_REQUEST_LIST_OVER_MAX	Du kan ikke sende en ven anmodning til %s, da din venne liste er fyldt.
COMMUNITY_TARGET_BLOCKED_YOU	%s har blokeret dig.
COMMUNITY_TARGET_EXIST_REQUEST_LIST	Denne spiller er allerede på din anmodnings liste.
COMMUNITY_TARGET_MAX_FRIEND_COUNT	%s's venne liste er fuld. Anmodningen kunne ikke blive sendt.
COMMUNITY_TARGET_REFUSE_REQUEST	%s har afvist din ven anmodning.
COMMUNITY_TARGET_REQUEST_FRIEND_BLOCK_MODE	Spilleren har blokeret din ven anmodning.
COMMUNITY_TARGET_RUNNING_QUEST	Spilleren kan i øjeblikket ikke acceptere din ven anmodning.
CRAFT_INTEGRATE_CRAFTING_QUESTION_1	Ønsker du at fortsætte?
CRAFT_INTEGRATE_CRAFTING_QUESTION_2	Prøv at opgradere %s %d gange.
CRAFT_INTEGRATE_CRAFTING_QUESTION_3	Succes Chance: %d%%
CRAFT_INTEGRATE_CRAFTING_QUESTION_4	Omkostninger: %s Yang
CRAFT_INTEGRATE_DISMANTLE_ASK_AGAIN_1	Ønsker du virkelig at adskille den?
CRAFT_INTEGRATE_DISMANTLE_ASK_AGAIN_2	Adskilte genstande kan ikke blive gendannet.
CRAFT_INTEGRATE_DISMANTLE_ASK_AGAIN_3	Adskil: %s, %d
CRAFT_INTEGRATE_DISMANTLE_ASK_AGAIN_4	Resultater: %s, %s
CRAFT_INTEGRATE_DISMANTLE_ASK_ATTR_1	Dette har 3 eller flere egenskaber.
CRAFT_INTEGRATE_DISMANTLE_ASK_ATTR_2	Ønsker du virkelig at adskille den om til Energi Fragmenter?
CRAFT_INTEGRATE_DISMANTLE_FAIL_ITEM_LIMIT_LEVEL	Kun level 35+ genstande kan blive adskilt.
CRAFT_INTEGRATE_DISMANTLE_FAIL_NOT_ALLOWED_UI_OPEN	Dette kan ikke udføres mens en anden handling er aktiv.
CRAFT_INTEGRATE_DISMANTLE_FAIL_PLAYER_LEVEL_NOT_ENOUGH	Tilgængelig for level 35+ karakterer.
CRAFT_INTEGRATE_DISMANTLE_FAIL_WRONG_BEHAVIOR	Denne handling er ikke tilladt.
CRAFT_INTEGRATE_DISMANTLE_FAIL_WRONG_ITEM	Denne genstand kan ikke blive adskilt.
CRAFT_INTEGRATE_DISMANTLE_ONLY_INVENTORY	Du kan kun adskille genstandene i dit inventar.
CRAFT_INTEGRATE_GEM	Gaya
CRAFT_INTEGRATE_GEM_ICON_TOOLTIP	Gaya
CRAFT_INTEGRATE_GEM_RESULT_SLOT_TOOLTIP	GAYA
CRAFT_INTEGRATE_ITEM_COUNT	[%d]
CRAFT_INTEGRATE_ITEM_INFO	%s (%d%%)
CRAFT_INTEGRATE_MAX_BUTTON_TOOLTIP	MAKS
CRAFT_INTEGRATE_MIN_BUTTON_TOOLTIP	MIN
CRAFT_INTEGRATE_ORE	Malm
CRAFT_INTEGRATE_PET_CANNOT_FEED_CRAFT_OPEN	Kan ikke bruges mens der skabes.
CRAFT_INTEGRATE_RESULT_GUILD_BUILDING_ACCESS_CHANGED	Denne facilitet kan kun bruges af de ordens medlemmer af den orden, som ejer dette område.
CRAFT_INTEGRATE_RESULT_GUILD_BUILDING_CHANGED	Denne bygning bliver ændret og kan derfor ikke bruges. Tjek venligst igen.
CRAFT_INTEGRATE_RESULT_GUILD_USE_FEE_CHANGED	Brugs omkostningerne har ændret sig. Tjek venligst igen.
CRAFT_INTEGRATE_RESULT_ITEM_INFO	Genstand Modtaget: %s x%d
CRAFT_INTEGRATE_RESULT_LACK_GEM	Du har ikke nok Gaya.
CRAFT_INTEGRATE_RESULT_LACK_MATERIAL	Du kan ikke lave så mange forsøg, da du ikke har nok materialer.
CRAFT_INTEGRATE_RESULT_LACK_YANG	Du har ikke nok Yang.
CRAFT_INTEGRATE_RESULT_NO_SPACE	Der er ikke nok plads i dit inventar.
CRAFT_INTEGRATE_RESULT_OVER_GEM_MAX	Du har allerede det maksimale antal Gaya.
CRAFT_INTEGRATE_RESULT_TRY_INFO	%s Resultater: %d Succeser, %d Fiaskoer
CRAFT_INTEGRATE_RESULT_TRY_INFO_BIG_SUCCESS	%s Resultater: %d Store Succeser, %d Succeser, %d Fiaskoer
CRAFT_INTEGRATE_SUCCESS_PCT	Succes Chance: %d%%
CRAFT_INTEGRATE_TITLE_CUBE	Håndværk
CRAFT_INTEGRATE_TITLE_REFINE	Opgraderer
CRAFT_INTEGRATE_TITLE_SMELT	Forædling
CRAFT_INTEGRATE_YANG_ICON_TOOLTIP	Yang
CREATE_ERROR_GM_NAME	Dit karakternavn må ikke indeholde "GM".
CREATE_ERROR_INSULT_NAME	Dette navn er ikke tilladt.
CREATE_ERROR_LIMIT_LEVEL	Din karakter skal mindst være level 80.
CREATE_ERROR_TIME_LIMIT	Du kan kun oprette en karakter per 30 sekunder.
CREATE_ERROR_WRONG_STRING	Dette karakter navn er ikke tilladt.
CREATE_EXIST_SAME_NAME	En anden karakter har allerede dette navn.
CREATE_FAILURE	Du kan ikke oprette denne karakter.
CREATE_FULL	Du kan ikke oprette flere karakterer.
CREATE_GM_NAME	GM
CREATE_INPUT_NAME	Vælg et navn
CREATE_PLUS_STAT	Du har stadig nogle status-points.
CUBE_ALCHEMY_BANN_SIGN	Du kan ikke gøre noget lige nu.
CUBE_CATEGORY_ACCESSORY	Smykker
CUBE_CATEGORY_ALCHEMY	Catalyst
CUBE_CATEGORY_ARMOR	Rustning
CUBE_CATEGORY_ARMOR_GLOVE	Handsker
CUBE_CATEGORY_BELT	Bælter
CUBE_CATEGORY_ETC	Osv.
CUBE_CATEGORY_EVENT	Event
CUBE_CATEGORY_JOB	Klasse
CUBE_CATEGORY_MAP	Komplette Kort
CUBE_CATEGORY_PET	Kæledyr
CUBE_CATEGORY_SETADD_ARMOR	Opret sæt rustning
CUBE_CATEGORY_SETADD_HELMET	Opret sæt hjelm
CUBE_CATEGORY_SETADD_WEAPON	Opret sæt våben
CUBE_CATEGORY_WEAPON	Våben
CUBE_CATEGOR_SKILL_BOOK	Færdighedsbog
CUBE_DO_NOT_SAME_ALCHEMY_KINDS	Brug venligst en Catalyst af den rigtige type.
CUBE_FAIL	Håndværket mislykkedes.
CUBE_LIST_TEXT_ITEM_INFO	%s ( %d%% )
CUBE_LIST_TEXT_MAKE_QUANTITY	[%d]
CUBE_MAKE_CONFIRM_QUESTION_1	Mindst en af genstandene der bliver brugt, er af høj værdi (har mere end %d bonusser).
CUBE_MAKE_CONFIRM_QUESTION_2	Ønsker du virkelig at fortsætte?
CUBE_NOT_ENOUGHT_ALCHEMY_COUNT	Du har ikke %s, så du kan ikke skabe det lige nu.
CUBE_NOT_ENOUGH_GEM	Du har ikke nok Gaya.
CUBE_NOT_ENOUGH_GOLD	Ikke nok Yang til at skabe.
CUBE_NOT_ENOUGH_MATERIAL	Ikke nok materialer til at skabe.
CUBE_PLEASE_SELECT	Der er ikke blevet valgt nogen genstande.
CUBE_SELECT_ITEM_FIRST	Vælg venligst en genstand at skabe først.
CUBE_TOOLTIP_PASSIVE_JOB_LEFT_TIME	Resterende tid: {0} - {1} timer
CUBE_USING_ALCHEMY_INFO	Bruger %s til håndværket (%d stk.)
CZ_REWARD_QUESTION_COMPLETE	Ønsker du at indløse denne plads?
CZ_REWARD_TOOLTIP_10GAN	Zodiac Emblem
CZ_REWARD_TOOLTIP_10GAN_COUNT	Antal i inventar
CZ_REWARD_TOOLTIP_10GAN_NEED_COUNT	Nødvendig mængde
CZ_REWARD_TOOLTIP_12ZI	Vagt Emblem
CZ_REWARD_TOOLTIP_12ZI_COUNT	Antal i inventar
CZ_REWARD_TOOLTIP_12ZI_NEED_COUNT	Nødvendig mængde
CZ_REWARD_TOOLTIP_ALL_BOX	Astral Skat
CZ_REWARD_TOOLTIP_CAN_GET_ALL_BOX	Klik her for at indsamle din Astralske Skat som belønning.
CZ_REWARD_TOOLTIP_CAN_GET_GREEN_BOX	Klik her for at indsamle din Aventurinske Skat som belønning.
CZ_REWARD_TOOLTIP_CAN_GET_YELLOW_BOX	Klik her for at indsamle din Aureolinske Skat som belønning.
CZ_REWARD_TOOLTIP_COMPLETABLE	Indløs
CZ_REWARD_TOOLTIP_GREEN_BOX	Aventurin Skat
CZ_REWARD_TOOLTIP_GREEN_BOX_COMP_CNT	Indløst Aventurinske Skatte: %d
CZ_REWARD_TOOLTIP_WEEKLY	Dag
CZ_REWARD_TOOLTIP_WEEKLY_FRI	Fredag
CZ_REWARD_TOOLTIP_WEEKLY_MON	Mandag
CZ_REWARD_TOOLTIP_WEEKLY_SAT	Lørdag
CZ_REWARD_TOOLTIP_WEEKLY_SAT_SUN	Lørdag/Søndag
CZ_REWARD_TOOLTIP_WEEKLY_THU	Torsdag
CZ_REWARD_TOOLTIP_WEEKLY_TUE	Tirsdag
CZ_REWARD_TOOLTIP_WEEKLY_WED	Onsdag
CZ_REWARD_TOOLTIP_YELLOW_BOX	Aureolin Skat
CZ_REWARD_TOOLTIP_YELLOW_BOX_COMP_CNT	Indløst Aureolinske Skatte: %d
DAY	d
DETAILS_0	Stærk imod Metin
DETAILS_1	Stæ. vs Halv Mennes.
DETAILS_2	Mod. im. Halv Menne.
DETAILS_3	Stærk imod Orker
DETAILS_4	Stærk imod Udøde
DETAILS_5	Stærk imod Monstre
DETAILS_6	Stæ. vs Zodiac Mon.
DETAILS_7	Stærk imod Dyr
DETAILS_8	Stærk imod Mystikere
DETAILS_9	Stærk imod Djævle
DETAILS_10	Stæ. vs Ørken Monst.
DETAILS_11	Stæ. vs Insekter
DETAILS_12	Angrebsværdi
DETAILS_13	Forsvarsværdi
DETAILS_14	Gennemsnitlig Skade
DETAILS_15	Gennemsni. Skd. Mod.
DETAILS_16	Færdigheds Skade
DETAILS_17	Færdigheds Skade Modstand
DETAILS_18	Magi/Nærkamps Angreb
DETAILS_19	Magisk Angreb
DETAILS_20	Kritisk Slag Chance
DETAILS_21	Gennemborende Træf
DETAILS_22	Kritisk Slag Mods.
DETAILS_23	Gennembo. Træf Mods.
DETAILS_24	Lynmodstand
DETAILS_25	Is Modstand
DETAILS_26	Mørke Modstand
DETAILS_27	Ild Modstand
DETAILS_28	Luft Modstand
DETAILS_29	Jord Modstand
DETAILS_30	Lynets Kraft
DETAILS_31	Isens Kraft
DETAILS_32	Mørkets Kraft
DETAILS_33	Ildens Kraft
DETAILS_34	Vindens Kraft
DETAILS_35	Jordens Kraft
DETAILS_36	Stærk imod Krigere
DETAILS_37	Stærk imod Ninjaer
DETAILS_38	Stærk imod Suraer
DETAILS_39	Stærk imod Shamaner
DETAILS_40	Stærk imod Lycaner
DETAILS_41	Forsvar vs Krigere
DETAILS_42	Forsvar vs Ninjaer
DETAILS_43	Forsvar vs Suraer
DETAILS_44	Forsvar vs Shamaner
DETAILS_45	Forsvar vs Lycaner
DETAILS_46	Sværd Forsvar
DETAILS_47	To-hånds Forsvar
DETAILS_48	Dolk Forsvar
DETAILS_49	Klo Forsvar
DETAILS_50	Klokkeforsvar
DETAILS_51	Vifteforsvar
DETAILS_52	Pil Forsvar
DETAILS_53	Besvimelses Chance
DETAILS_54	Sløv Chance
DETAILS_55	Gift Chance
DETAILS_56	Gift Modstand
DETAILS_57	Blødnings Angreb
DETAILS_58	Blødning Angreb Mod.
DETAILS_59	Stjæl HP
DETAILS_60	Stjæl MP
DETAILS_61	HP Gendannelse
DETAILS_62	MP Gendannelse
DETAILS_63	Bloker Angreb
DETAILS_64	Undgå Pil Angreb
DETAILS_65	Ref. Nærkamps Angreb
DETAILS_66	HP Gendan. på Drab
DETAILS_67	MP Gendan. på Drab
DETAILS_68	Dobbelt EXP
DETAILS_69	Dobbelt Yang
DETAILS_70	Drop Sandsynlighed
DETAILS_71	Angrebsværdi
DETAILS_72	Forsvarsværdi
DETAILS_73	EXP
DETAILS_74	Drop Sandsynlighed
DETAILS_75	Dobbelt Yang
DETAILS_76	Magi Modstand
DETAILS_77	Anti-Magi
DETAILS_78	Mod. imod monstre
DETAILS_79	Magisk Angrebs Bonus
DETAILS_ATTBONUS_BELL	Klokke brud
DETAILS_ATTBONUS_BOW	Pil brud
DETAILS_ATTBONUS_CLAW	Klo brud
DETAILS_ATTBONUS_DAGGER	Dolk brud
DETAILS_ATTBONUS_DRAGON	Stærk imod Drager
DETAILS_ATTBONUS_FAN	Vifte brud
DETAILS_ATTBONUS_MOON	St. imod Måneskygge Mon.
DETAILS_ATTBONUS_SWORD	Sværd brud
DETAILS_ATTBONUS_TWOHAND	To-hånds brud
DETAILS_BLOCK_PENETRATE_PCT	Blokerings Gennemtrængning
DETAILS_CATE_1	Skade/Forsvar
DETAILS_CATE_2	Elementær bonus
DETAILS_CATE_3	Klasse bonus
DETAILS_CATE_4	Våben bonus
DETAILS_CATE_5	Anden bonus
DETAILS_CATE_6	Special bonus
DETAILS_CONFUSION_TO_MOB	Forvirret
DETAILS_HIT_PCT	Præcision
DETAILS_MYSTERY_DUNGEON	Stærk imod Mysterier
DETAILS_REFUSE_EXP	Ingen Erfaring Optjent
DETAILS_RESIST_MOUNT_FALL	Falds modstand
DETAILS_TITLE	Detaljer
DETAILS_TOOLTIP_0	Stærk imod Metin-sten: Giver tungere skade imod Metin-sten.
DETAILS_TOOLTIP_1	Stærke imod Halv Mennesker: Giver tungere skade imod Halv Mennesker.
DETAILS_TOOLTIP_2	Modstand imod Halv Mennesker: Reducerer den skade du tager fra Halv Mennesker.
DETAILS_TOOLTIP_3	Stærke imod Orker: Giver tungere skade imod orker.
DETAILS_TOOLTIP_4	Stærke imod Udøde: Giver tungere skade imod udøde.
DETAILS_TOOLTIP_5	Stærke imod Monstre: Giver tungere skade imod monstre.
DETAILS_TOOLTIP_6	Stærke imod Zodiac Monstre: Giver tungere skade imod Zodiac monstre.
DETAILS_TOOLTIP_7	Stærke imod Dyr: Giver tungere skade imod vilde dyr.
DETAILS_TOOLTIP_8	Stærk imod Mystikere: Påfører tungere skade imod mystikere.
DETAILS_TOOLTIP_9	Stærke imod Djævle: Giver tungere skade imod djævle.
DETAILS_TOOLTIP_10	Stærke imod Ørken Monstre: Giver tungere skade imod ørken monstre.
DETAILS_TOOLTIP_11	Stærke imod Insekter: Giver tungere skade imod insekter.
DETAILS_TOOLTIP_12	Øger din angrebsværdi.
DETAILS_TOOLTIP_13	Øger din forsvarsværdi.
DETAILS_TOOLTIP_14	Øger den gennemsnitlige skade du giver imod fjender på et angreb.
DETAILS_TOOLTIP_15	Modstand imod gennemsnitlig skade: reducerer den skade du tager på et angreb.
DETAILS_TOOLTIP_16	Øger skaden der gives med en færdighed.
DETAILS_TOOLTIP_17	Modstand imod færdigheds skade: Reducerer skaden der gives mod dig med en færdighed.
DETAILS_TOOLTIP_18	Øger både din fysiske og magiske angrebsværdi.
DETAILS_TOOLTIP_19	Øger den skade du giver imod fjender på et magisk angreb.
DETAILS_TOOLTIP_20	Øger chancen for at lave et kritisk slag.
DETAILS_TOOLTIP_21	Sandsynlighed for gennemborende træf: Øger chancen for at lave et gennemborende træf.
DETAILS_TOOLTIP_22	Kritisk slag modstand: Reducerer skaden der påføres af et kritisk slag.
DETAILS_TOOLTIP_23	Gennemborende træf modstand: Reducerer skaden der påføres af et gennemborende træf.
DETAILS_TOOLTIP_24	Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_25	Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_26	Mørke modstand: Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_27	Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_28	Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_29	Reducerer den skade du tager fra nogen monstre.
DETAILS_TOOLTIP_30	Øger den skade du forvolder igennem lynets kraft.
DETAILS_TOOLTIP_31	Øger den skade du forvolder igennem isens kraft.
DETAILS_TOOLTIP_32	Øger den skade du forvolder igennem mørkets kraft.
DETAILS_TOOLTIP_33	Øger den skade du forvolder igennem ildens kraft.
DETAILS_TOOLTIP_34	Øger den skade du forvolder igennem vindens kraft.
DETAILS_TOOLTIP_35	Øger den skade du forvolder igennem jordens kraft.
DETAILS_TOOLTIP_36	Stærke imod Krigere: Giver tungere skade imod krigere.
DETAILS_TOOLTIP_37	Stærke imod Ninjaer: Giver tungere skade imod ninjaer.
DETAILS_TOOLTIP_38	Stærke imod Suraer: Giver tungere skade imod suraer.
DETAILS_TOOLTIP_39	Stærke imod Shamaner: Giver tungere skade imod shamaner.
DETAILS_TOOLTIP_40	Stærke imod Lycaner: Giver tungere skade imod lycaner.
DETAILS_TOOLTIP_41	Forsvars chance imod kriger angreb: Reducerer den skade du tager fra krigere.
DETAILS_TOOLTIP_42	Forsvars chance imod ninja angreb: Reducerer den skade du tager fra ninjaer.
DETAILS_TOOLTIP_43	Forsvars chance imod sura angreb: Reducerer den skade du tager fra suraer.
DETAILS_TOOLTIP_44	Forsvars chance imod shaman angreb: Reducerer den skade du tager fra shamaner.
DETAILS_TOOLTIP_45	Forsvars chance imod lycan angreb: Reducerer den skade du tager fra lycaner.
DETAILS_TOOLTIP_46	Reducerer skaden der uddeles med et sværd.
DETAILS_TOOLTIP_47	Reducerer skaden der uddeles med et to-hånds våben.
DETAILS_TOOLTIP_48	Reducerer skaden der uddeles med en dolk.
DETAILS_TOOLTIP_49	Reducerer skaden der uddeles med en klo.
DETAILS_TOOLTIP_50	Reducerer skaden der uddeles med en klokke.
DETAILS_TOOLTIP_51	Reducerer skaden der uddeles med en vifte.
DETAILS_TOOLTIP_52	Reducerer skaden der uddeles med buer og pile.
DETAILS_TOOLTIP_53	Øger chancen for at få en modstander til at besvime.
DETAILS_TOOLTIP_54	Øger chancen for at sløve en modstander.
DETAILS_TOOLTIP_55	Øger chancen for at forgifte en fjende.
DETAILS_TOOLTIP_56	Reducerer skaden der uddeles med gift.
DETAILS_TOOLTIP_57	Øger chancen for at lave et blødnings angreb.
DETAILS_TOOLTIP_58	Modstand imod blødnings angreb: Reducerer skaden der uddeles med et blødnings angreb.
DETAILS_TOOLTIP_59	Dræner din fjendes HP når du slår dem.
DETAILS_TOOLTIP_60	Dræner din fjendes MP når du slår dem.
DETAILS_TOOLTIP_61	Øger gendannelsen af dine angrebspoint.
DETAILS_TOOLTIP_62	Øger gendannelsen af dine fortryllelses point.
DETAILS_TOOLTIP_63	Sandsynligheden for at blokere et nærkamps angreb: Øger chancen for at undgå et nærkamps angreb.
DETAILS_TOOLTIP_64	Sandsynligheden for at undgå et pil angreb: Øger chancen for at undgå en pil eller varieret angreb fra en monster.
DETAILS_TOOLTIP_65	Sandsynligheden for at reflektere nærkamps slag: En del af fjendens nærkamps skade bliver reflekteret tilbage på dem.
DETAILS_TOOLTIP_66	HP gendannelse ved drab: Dine angrebspoint øges når du dræber en fjende.
DETAILS_TOOLTIP_67	MP gendannelse ved drab: Dine fortryllelses point øges når du dræber en fjende.
DETAILS_TOOLTIP_68	Sandsynligheden for at få dobbelt erfaring: Øger chancen for at få en EXP bonus når du besejrer din modstander.
DETAILS_TOOLTIP_69	Sandsynlighed for at smide dobbelt Yang: Øger chancen for at modtage dobbelt så meget Yang.
DETAILS_TOOLTIP_70	Sandsynlighed for at smide genstande: Øger chancen for at plyndre dobbelt så mange genstande.
DETAILS_TOOLTIP_71	Øger din angrebsværdi.
DETAILS_TOOLTIP_72	Øger din forsvarsværdi.
DETAILS_TOOLTIP_73	Øger indsamlingen af erfaring.
DETAILS_TOOLTIP_74	Genstands drop chance: Øger sandsynligheden for plyndring af genstande.
DETAILS_TOOLTIP_75	Yang drop chance: Øger sandsynligheden for plyndring af mere Yang.
DETAILS_TOOLTIP_76	Reducerer den skade du tager fra et magisk angreb.
DETAILS_TOOLTIP_77	Reducerer fjendens magi modstand.
DETAILS_TOOLTIP_78	Reducerer skaden fra monstre.
DETAILS_TOOLTIP_79	Øger magisk angrebsværdien.
DETAILS_TOOLTIP_ATTBONUS_BELL	Klokke forsvars brud: Reducerer din modstanders klokke forsvar.
DETAILS_TOOLTIP_ATTBONUS_BOW	Pil forsvars brud: Reducerer din modstanders pil forsvar.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Klo forsvars brud: Reducerer din modstanders klo forsvar.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Dolk forsvars brud: Reducerer din modstanders dolk forsvar.
DETAILS_TOOLTIP_ATTBONUS_DRAGON	Påfører tungere skade imod dragere.
DETAILS_TOOLTIP_ATTBONUS_FAN	Vifte forsvars brud: Reducerer din modstanders vifte forsvar.
DETAILS_TOOLTIP_ATTBONUS_MOON	Påfører større skade imod Måneskygge monstre.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Sværd forsvars brud: Reducerer din modstanders sværd forsvar.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	To-hånds forsvars brud: Reducerer din modstanders to-hånds forsvar.
DETAILS_TOOLTIP_BLOCK_PENETRATE_PCT	Du har en chance til at påføre skade ved at ignorere din fjendes blokering (kun i PvP).
DETAILS_TOOLTIP_CONFUSION_TO_MOB	Kan få monstrene til at blive forvirrede.
DETAILS_TOOLTIP_HIT_PCT	Øger chancen for at slå fjenden
DETAILS_TOOLTIP_MYSTERY_DUNGEON	Stærk imod Mysterier: Påfører mere skade på monstre i den Mystiske Fangehul og den Mystiske Ekko.
DETAILS_TOOLTIP_REFUSE_EXP	Ingen erfaring vil blive optjent.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Falds modstand: Reducerer din chance for at falde fra din ganger.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Du kan ikke fjerne en genstand når der er en forespørgsel igang.
DO_NOT_INSERT_UPBRINGING_PET	Det aktive kæledyr kan ikke blive valgt.
DO_YOU_BUY_ITEM1	Vil du købe %s for %s Yang?
DO_YOU_BUY_ITEM2	Vil du gerne købe %s (%s stykker) for %s Yang?
DO_YOU_BUY_ITEM3	Ønsker du at købe %s for %s Won og %s Yang?
DO_YOU_BUY_ITEM4	Vil du gerne købe %s (%s stykker) for %s Won og %s Yang?
DO_YOU_BUY_ITEM_SECONDARY_COIN_1	Vil du gerne købe %s for %s?
DO_YOU_BUY_ITEM_SECONDARY_COIN_2	Vil du gerne købe %s (%s stykker) for %s?
DO_YOU_DROP_MONEY	Vil du smide %d Yang væk?
DO_YOU_SELL_ITEM1	Vil du sælge %s for %s Yang?
DO_YOU_SELL_ITEM2	Vil du gerne sælge %s (%s stykker) for %s Yang?
DRAGON_GATE_AUTO_REINFORCE_QUESTION	
DRAGON_GATE_CLEAR	
DRAGON_GATE_CLEAR_NOT_ENOUGH_MAX_REINFORCE	
DRAGON_GATE_CLEAR_QUESTION	
DRAGON_GATE_CLEAR_SELECT	
DRAGON_GATE_CLEAR_TOOLTIP	
DRAGON_GATE_DEFENSE	
DRAGON_GATE_ENCHANT_DARK	
DRAGON_GATE_ENCHANT_EARTH	
DRAGON_GATE_ENCHANT_ELECTRIC	
DRAGON_GATE_ENCHANT_FIRE	
DRAGON_GATE_ENCHANT_ICE	
DRAGON_GATE_ENCHANT_WIND	
DRAGON_GATE_EXPERIENCE	
DRAGON_GATE_HEALTH	
DRAGON_GATE_ITEM_CLEAR	
DRAGON_GATE_ITEM_CLEAR_QUESTION	
DRAGON_GATE_MARK	
DRAGON_GATE_MASTER_STEP_CHECK	
DRAGON_GATE_MY_POINT_TOOLTIP	
DRAGON_GATE_NEED_POINT_TOOLTIP	
DRAGON_GATE_PAEWANG	
DRAGON_GATE_POINT_CLEAR	
DRAGON_GATE_POINT_CLEAR_NOT_ENOUGH_POINT	
DRAGON_GATE_POINT_CLEAR_QUESTION	
DRAGON_GATE_POWER	
DRAGON_GATE_REINFORCE_APPLY_DEFAULT_TOOLTIP	
DRAGON_GATE_REINFORCE_BONUS	
DRAGON_GATE_REINFORCE_BONUS_APPLY	
DRAGON_GATE_REINFORCE_COUNT_TOOLTIP	
DRAGON_GATE_REINFORCE_MAX	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY	
DRAGON_GATE_REINFORCE_NOT_BONUS_APPLY2	
DRAGON_GATE_REINFORCE_NOT_ENOUGH_POINT	
DRAGON_GATE_REINFORCE_QUESTION	
DRAGON_GATE_REINFORCE_RESULT	
DRAGON_GATE_REINFORCE_TOOLTIP	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE1	
DRAGON_GATE_REINFORCE_TOOLTIP_LINE2	
DRAGON_GATE_REINFORCE_TOOLTIP_TITLE	
DRAGON_GATE_RESIST_DARK	
DRAGON_GATE_RESIST_EARTH	
DRAGON_GATE_RESIST_ELECTRIC	
DRAGON_GATE_RESIST_FIRE	
DRAGON_GATE_RESIST_ICE	
DRAGON_GATE_RESIST_WIND	
DRAGON_GATE_STEP_CLEAR_INITIALIZE_FIRST	
DRAGON_GATE_STEP_CLEAR_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_QUESTION_2	
DRAGON_GATE_STEP_CLEAR_TOOLTIP	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_1	
DRAGON_GATE_STEP_CLEAR_WARNING_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_NOT_ENOUGH_POINT	
DRAGON_GATE_STEP_UPGRADE_QUESTION_1	
DRAGON_GATE_STEP_UPGRADE_QUESTION_2	
DRAGON_GATE_STEP_UPGRADE_TOOLTIP	
DRAGON_GATE_SUNGMA_HP	
DRAGON_GATE_SUNGMA_IMMUNE	
DRAGON_GATE_SUNGMA_MOVE	
DRAGON_GATE_SUNGMA_STR	
DRAGON_GATE_TOOLTIP_LINE1	
DRAGON_GATE_TOOLTIP_LINE2	
DRAGON_GATE_TOOLTIP_LINE3	
DRAGON_GATE_TOOLTIP_LINE4	
DRAGON_GATE_TOOLTIP_LINE5	
DRAGON_GATE_TOOLTIP_LINE6	
DRAGON_GATE_TOOLTIP_LINE7	
DRAGON_GATE_TOOLTIP_LINE8	
DRAGON_GATE_TOOLTIP_LINE9	
DRAGON_GATE_TOOLTIP_LINE10	
DRAGON_GATE_TOOLTIP_LINE11	
