ACCEPT	ÎÊ
SYSTEM_LOGOUT	Âûõîä
SYSTEM_MALL	Ìàãàçèí ïğåäìåòîâ
SYSTEM_MOVE_CHANNEL	Ñìåíèòü êàíàë
SYSTEM_OPTION	Ñèñòåìíûå íàñòğîéêè
TASKBAR_CHARACTER	Ïåğñîíàæ
TASKBAR_CHAT	Îêíî ÷àòà [Enter]
TASKBAR_COMMUNITY	Ñîîáùåñòâî
TASKBAR_DISABLE	Íåàêòèâíî
TASKBAR_DRAGON_SOUL	Àëõèìèÿ Êàìíåé Äğàêîíà
TASKBAR_EXPAND	Óâåëè÷èòü îêíî
TASKBAR_INVENTORY	Èíâåíòàğü
TASKBAR_MESSENGER	Äğóçüÿ [Alt+M]
TASKBAR_MONEY_EXPAND	Èìóùåñòâî
TASKBAR_NEXT_QUICKSLOT	Ñëåäóşù. ïàíåëü áûñòğîãî äîñòóïà [ Shift+÷èñëî, Alt]

TASKBAR_PET_INFO	Èíôîğìàöèÿ î ïèòîìöå
TASKBAR_PREV_QUICKSLOT	Ïğåä. ÿ÷åéêà áûñòğîãî äîñòóïà
TASKBAR_SYSTEM	Ïàğàìåòğû  [ESC]
TITLE_SYSTEM_UI_BUTTON_APPLY	Âûáğàòü òèòóë
TITLE_SYSTEM_UI_BUTTON_CLEAR	Ñëîæèòü
TITLE_SYSTEM_UI_CURRENT_TITLE	Âûáğàííûé òèòóë
TITLE_SYSTEM_UI_TITLE_LIST	Âñå òèòóëû
TITLE_SYSTEM_UI_WINDOW_NAME	Òèòóë
TOTAL_RANKING	Îáùèé ğåéòèíã
TREASURE_HUNT_EVENT_ACCUMULATE_COUNT	Ğàóíä
TREASURE_HUNT_EVENT_GOLD	Ïîëó÷åíî äóáëîíîâ
TREASURE_HUNT_EVENT_RANKING_COUNT	Ğàóíä
TREASURE_HUNT_EVENT_RANKING_NAME	Èìÿ
TREASURE_HUNT_EVENT_RANKING_RANK	Ğàíã
TREASURE_HUNT_EVENT_RANKING_TITLE	Ğåéòèíã ïîèñêà ñîêğîâèù
TREASURE_HUNT_EVENT_REWARD_LIST	Íàãğàäû
TREASURE_HUNT_EVENT_REWARD_LIST_ACCUMULATE_COUNT	Ğàóíäû
TREASURE_HUNT_EVENT_REWARD_LIST_TITLE	Íàãğàäû çà ğàóíäû
TREASURE_HUNT_EVENT_TITLE	Ïîèñê ñîêğîâèù
USER_REPORT_SYSTEM_UI_CHARACTER_NAME	Èìÿ ïåğñîíàæà
USER_REPORT_SYSTEM_UI_CLOSE_BUTTON	Çàêğûòü
USER_REPORT_SYSTEM_UI_SELECT_REASON	Ïğè÷èíà ñîîáùåíèÿ
USER_REPORT_SYSTEM_UI_SEND_BUTTON	Îòïğàâèòü
USER_REPORT_SYSTEM_UI_TARGET_CHECK	Çàòğîíóòûé ïåğñîíàæ
USER_REPORT_SYSTEM_UI_WINDOW_NAME	Ñîîáùèòü
VALENTINE_DAY_EVENT_CURRENT_COUNT	Äîñòóïíîå êîëè÷åñòâî
VALENTINE_DAY_EVENT_MAX_COUNT	Ìàêñ. êîëè÷åñòâî
VALENTINE_DAY_EVENT_TITLE	Îáçîğ ñîáûòèÿ ê Äíş ñâ. Âàëåíòèíà
VALENTINE_DAY_EVENT_USE_BUTTON	Ïğèìåíèòü
VALENTINE_DAY_EVENT_WRAP_BUTTON	Óïàêîâàòü
WARP_MI_LABEL	Ê ñâÿòûíå ïîä àòàêîé
WEEKLY_RANKING	Åæåíåäåëüíûé ğåéòèíã
WHISPER_BAN	Áëîêèğîâàòü
WHISPER_NAME	Øåïòàòü
WHISPER_REPORT	
WHISPER_SEND	Îòïğàâèòü
WORLD_BOSS_BREAK_TIME_TEXT	Âğåìÿ ïåğåçàğÿäêè
WORLD_BOSS_MIN_DAMAGE_TEXT	Íóæíûé ìèíèìàëüíûé óğîí
WORLD_BOSS_RANK	Ğåéòèíã ïî áîññó
WORLD_BOSS_RANKING_BUTTON	Ğåéòèíã
WORLD_BOSS_RANK_EMPIRE	Èìïåğèÿ
WORLD_BOSS_RANK_GUILD_NAME	Ãèëüäèÿ
WORLD_BOSS_RANK_NAME	Èìÿ
WORLD_BOSS_RANK_RANK	Ğàíã
WORLD_BOSS_RANK_TIER	Óğîâåíü äîáû÷è
WORLD_BOSS_RUN_TIME_TEXT	Âğåìÿ ñğàæåíèÿ
WORLD_BOSS_TITLE	Ìèğîâîé áîññ ïîáåæäåí
WORLD_BOSS_TOTAL_DAMAGE_TEXT	Îáùèé óğîí
WORLD_BUSS_REWARD_BUTTON	Çàáğàòü íàãğàäó
YES	äà
ZONE_MAP	Áîëüøàÿ êàğòà
